"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,7363521885873t0t0t0t0t0t0t1,28731512413111t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
1t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,68069106693877t0t0,0556611216485383t0t0t0t0t1,23165400248257t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,96165413333118e-05t0,00110322461222991t0,0544582804949751t0t0t0t0t0t0t0t0t0t0
2t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,62503154200195t0t0,111320646585359t0t0t0t0t1,17599447754575t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,000590552937572711t0,00314639599583815t0,107583697651948t0t0t0t0t0t0t0t0t0t0
3t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,56937491188501t0t0,166977276702291t0t0t0t0t1,12033784742882t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,00153926793109099t0,00538292718278113t0,160055081588419t0t0t0t0t0t0t0t0t0t0
4t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,51372268045404t0t0,222629508133269t0t0t0t0t1,06468561599784t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,00290594463278951t0,00760735625264556t0,212116207247834t0t0t0t0t0t0t0t0t0t0
5t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,4580766084861t0t0,278275580101206t0t0t0t0t1,0090395440299t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,00462883998146783t0,00976526853742654t0,263881471582311t0t0t0t0t0t0t0t0t0t0
6t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,40243877496654t0t0,333913413620769t0t0t0t0t0,953401710510339t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,00664843857014904t0,0118498191685436t0,315415155882077t0t0t0t0t0t0t0t0t0t0
7t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,34681165492746t0t0,389540533659841t0t0t0t0t0,897774590471267t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,00891347958601687t0,0138687938463242t0,3667582602275t0t0t0t0t0t0t0t0t0t0
8t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,29119822045634t0t0,44515396813096t0t0t0t0t0,842161156000148t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0113817264078397t0,0158337055295147t0,417938536193606t0t0t0t0t0t0t0t0t0t0
9t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,23560207744409t0t0,500750111143221t0t0t0t0t0,786565012987887t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0140189661362218t0,0177555454882672t0,468975599518732t0t0t0t0t0t0t0t0t0t0
10t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,18002765448039t0t0,556324534106917t0t0t0t0t0,730990590024191t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0167975429864565t0,0196438028088978t0,519883188311563t0t0t0t0t0t0t0t0t0t0
