"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t0t0t0t0t0t0t0t0t0t0,00199999999835288t0,027160358588124t0t0t0t0t0t8,7363521885873t0t1,4236474994223t0t0,0352410392016458t0t0t0t0t0t0t0t0t0t0t0t0t0t0,000100000000019368t0t0t0t0t0t0t0t0t0t0t0t0,0275668625448443t14,0084137295649t0t0t0t0t0t0t0t0t0t0t0t0
0,5t0t0,0176148896509829t0t0t0t0t0t3,21991343690513e-06t0t0,00199999999835288t0,0341595811555527t0t0t0t0t0t8,72925937965087t0t1,43074030835873t0t0,0106277319615131t0t0t8,85943309039417e-08t0t0t0t0t0t0t0t0t0t0t2,30014535173917e-06t0t0t0t0t0t0t0t0t0t0t0t0,0345652801339941t13,9896905019127t0,00423219202075874t0,00039882693975395t0,00709370250886393t0t0t0t0t0t0t0t0t0
1t0t0,0176148896509829t0t0t0t0t0t2,38824094400225e-06t0t0,00199999999835288t0,0402843501090499t0t0t0t0t0t8,7231342428822t0t1,4368654451274t0t0,0045034856133143t0t0t3,24251145899229e-07t0t0t0t0t0t0t0t0t0t0t2,00574063319223e-06t0t0t0t0t0t0t0t0t0t0t0t0,0406895264821929t13,9728153537477t0,00781391386900803t0,00144187622098535t0,0132195975393908t0t0t0t0t0t0t0t0t0
1,5t0t0,0176148896509829t0t0t0t0t0t8,78016138384049e-07t0t0,00199999999835288t0,0440700047787532t0t0t0t0t0t8,71935371344459t0t1,44064597456501t0t0,000725325574897115t0t0t6,6943100440175e-07t0t0t0t0t0t0t0t0t0t0t8,01386812095233e-07t0t0t0t0t0t0t0t0t0t0t0t0,0444676865206101t13,9606290545967t0,0109144863186935t0,00296072845843415t0,0170079667872114t0t0t0t0t0t0t0t0t0
2t0t0,0176148896509829t0t0t0t0t0t4,75946011364313e-07t0t0,00199999999835288t0,0447009455996076t0t0t0t0t0t8,71875746848275t0t1,44124221952684t0t0,000129416642841756t0t0t1,09597822146915e-06t0t0t0t0t0t0t0t0t0t0t4,40879898906948e-07t0t0t0t0t0t0t0t0t0t0t0t0,0450635954526654t13,9547862532136t0,0136506140052655t0,00483936327798993t0,0176396701849485t0t0t0t0t0t0t0t0t0
2,5t0t0,0176148896509829t0t0t0t0t0t4,69705899217065e-07t0t0,00199999999835288t0,0447551247859189t0t0t0t0t0t8,71874973704909t0t1,4412499509605t0t0,00012120824210772t0t0t1,58450067095464e-06t0t0t0t0t0t0t0t0t0t0t4,35564639896169e-07t0t0t0t0t0t0t0t0t0t0t0t0,0450718038533995t13,9501127027441t0,0161088058602271t0,00699183422768143t0,017693860926632t0t0t0t0t0t0t0t0t0
3t0t0,0176148896509829t0t0t0t0t0t4,70184252954853e-07t0t0,00199999999835288t0,0448011878924615t0t0t0t0t0t8,71875035296808t0t1,44124933504152t0t0,000121285475101792t0t0t2,12180947213344e-06t0t0t0t0t0t0t0t0t0t0t4,36463474143804e-07t0t0t0t0t0t0t0t0t0t0t0t0,0450717266204054t13,9454592394417t0,0183487488119948t0,00935883277310107t0,0177399226559875t0t0t0t0t0t0t0t0t0
3,5t0t0,0176148896509829t0t0t0t0t0t4,71090833462496e-07t0t0,00199999999835288t0,0448468679698975t0t0t0t0t0t8,7187513543518t0t1,44124833365779t0t0,000121708982688301t0t0t2,69748714832209e-06t0t0t0t0t0t0t0t0t0t0t4,3775535679737e-07t0t0t0t0t0t0t0t0t0t0t0t0,0450713031128189t13,9408098757809t0,0204165768234716t0,0118945383733315t0,0177856005349604t0t0t0t0t0t0t0t0t0
4t0t0,0176148896509829t0t0t0t0t0t4,71973390427628e-07t0t0,00199999999835288t0,0448924430009719t0t0t0t0t0t8,71875244778095t0t1,44124724022864t0t0,000122193981189828t0t0t3,30376858397476e-06t0t0t0t0t0t0t0t0t0t0t4,39022010264584e-07t0t0t0t0t0t0t0t0t0t0t0t0,0450708181143173t13,9361638112394t0,0223466638411348t0,0145648217324713t0,0178311734168246t0t0t0t0t0t0t0t0t0
4,5t0t0,0176148896509829t0t0t0t0t0t4,72823815398406e-07t0t0,00199999999835288t0,044938008938595t0t0t0t0t0t8,71875352872121t0t1,44124615928839t0t0,000122642038804428t0t0t3,93456304027195e-06t0t0t0t0t0t0t0t0t0t0t4,40259772475006e-07t0t0t0t0t0t0t0t0t0t0t0t0,0450703700567027t13,9315206581123t0,0241659890260851t0,0173429030883906t0,0178767372662606t0t0t0t0t0t0t0t0t0
5t0t0,0176148896509829t0t0t0t0t0t4,73686777869884e-07t0t0,00199999999835288t0,0449835108422366t0t0t0t0t0t8,71875464900985t0t1,44124503899974t0t0,000123109605319909t0t0t4,58517153997867e-06t0t0t0t0t0t0t0t0t0t0t4,41510438914307e-07t0t0t0t0t0t0t0t0t0t0t0t0,0450699024901873t13,9268803725882t0,0258953721110987t0,0202081226955484t0,0179222370562732t0t0t0t0t0t0t0t0t0
