"x"
1,36376075829401e-05
0,000939187593370422
0
0
10,9997976004649
0
0,0652119770232289
3,33333333565047e-06
0
0,000666666666117625
0,009053452862708
9,9147565171103e-08
0
0,519654458879023
3,14943284706557
0,0688171182614994
2,91211739619577
28,9961197888347
0,4745491664741
10,8203328658133
0,0117470130672153
0,930869553444334
0,000615736651271446
0,429105041377036
0,10692305137263
0
0
0,0202479434033736
4,19497738694134
0
0,153119544831193
0,875441394973789
0,174801179020141
3,67095947544985
3,33333333397892e-05
0,776323337537329
0
7,09012155940856
0,0026335136387438
0
0
0,892106051092356
0,00222726483171149
0,0174947705388129
0,0232052292882945
0,0462751291830811
0,00918895418161476
4,66947124318832
3,23614052925548
23,4622702338227
0,001190978233637
0,438369475141799
0,0116304938360272
0,648647005766943
0,391195803055986
0,509060648465539
0
0
0,252860875516465
0
