# Time	(6PGD).Flux	(ALD).Flux	(CAT).Flux	(FBPase).Flux	(G6PD).Flux	(GAPD).Flux	(GLCin).Flux	(GLase).Flux	(GPx).Flux	(GR).Flux	(H2O2diff).Flux	(HK).Flux	(NHN).Flux	(NNH).Flux	(PFK).Flux	(PGI).Flux	(PRPPs).Flux	(RPE).Flux	(RPI).Flux	(TKT2).Flux	(TLD).Flux	(TPI).Flux	(TkT1).Flux
0	9.51668	33.2526	0.0457959	42.6734	9.52115	43.3044	40	9.52438	82.1984	81.9751	182.844	40.0164	0.899773	63.8605	75.9623	30.4692	5.32475	2.79802	6.70988	1.39888	1.39149	33.2939	1.40285
0.001	9.51667	33.2326	0.0542116	42.6734	9.52117	42.9174	40	9.52435	91.5504	81.9773	182.824	40.0164	0.899529	63.8604	75.9602	30.4708	5.32474	2.79803	6.7103	1.39836	1.39212	33.2352	1.40253
0.00380696	9.51665	33.1728	0.0742596	42.6737	9.52126	42.026	40	9.52426	109.922	82.0007	182.778	40.0164	0.898948	63.8603	75.9557	30.4744	5.32471	2.79804	6.71138	1.3968	1.39374	33.0759	1.40171
0.00755962	9.51673	33.0864	0.0955629	42.6745	9.52152	41.1243	40	9.52415	125.044	82.0587	182.729	40.0164	0.898323	63.8607	75.9521	30.4777	5.32468	2.79805	6.71262	1.39458	1.39561	32.8753	1.40075
0.0129299	9.51716	32.9535	0.119352	42.6764	9.52241	40.1703	40	9.52404	138.248	82.1737	182.675	40.0164	0.897598	63.8632	75.9495	30.4805	5.32465	2.79806	6.71409	1.39127	1.39778	32.6108	1.3996
0.0205086	9.51857	32.7546	0.14481	42.6807	9.52499	39.2096	40	9.524	149.37	82.3744	182.616	40.0164	0.896743	63.8716	75.9488	30.4821	5.32461	2.79806	6.71575	1.38652	1.40009	32.2748	1.39835
0.0304557	9.52204	32.4846	0.169594	42.6895	9.5311	38.3338	40	9.52436	158.053	82.6776	182.56	40.0163	0.895733	63.8922	75.9505	30.4821	5.32458	2.79803	6.71759	1.38036	1.40214	31.8841	1.3972
0.0443095	9.53012	32.1089	0.194446	42.7077	9.54507	37.517	40	9.52609	165.178	83.1423	182.503	40.0163	0.894331	63.9406	75.9558	30.4785	5.32456	2.79799	6.72035	1.37208	1.40378	31.4065	1.39624
0.0633481	9.54743	31.6149	0.217918	42.7437	9.57464	36.8093	40	9.53186	170.765	83.8235	182.449	40.0163	0.892186	64.0444	75.967	30.4673	5.32458	2.79795	6.72578	1.36141	1.40468	30.8353	1.39562
0.0797269	9.56782	31.22	0.232141	42.784	9.60925	36.4178	40	9.5409	173.69	84.4297	182.416	40.0163	0.890045	64.1668	75.9786	30.4522	5.32467	2.79798	6.73275	1.35296	1.40484	30.4006	1.39542
0.092635	9.58725	30.9296	0.240799	42.8213	9.64207	36.1976	40	9.55117	175.309	84.914	182.396	40.0163	0.888146	64.2835	75.9928	30.4337	5.32479	2.79806	6.73993	1.34655	1.40465	30.0881	1.39538
0.117675	9.63259	30.4185	0.253296	42.9063	9.71853	35.9129	40	9.57984	177.424	85.8596	182.368	40.0162	0.883935	64.5559	76.0195	30.3897	5.32519	2.79839	6.75821	1.33541	1.40417	29.5463	1.39545
0.142247	9.68581	29.9783	0.261902	43.0035	9.80812	35.7502	40	9.61999	178.709	86.7868	182.348	40.0162	0.879168	64.8756	76.0497	30.3321	5.32586	2.79899	6.78149	1.32576	1.40358	29.0859	1.39563
0.16718	9.74738	29.5866	0.268294	43.1139	9.91179	35.6567	40	9.67322	179.548	87.7206	182.333	40.0161	0.873763	65.2451	76.0794	30.262	5.3269	2.79993	6.81	1.31739	1.40312	28.6801	1.39588
0.191771	9.8144	29.2468	0.273086	43.2322	10.0248	35.6088	40	9.7379	180.094	88.6312	182.322	40.0161	0.867951	65.6467	76.1101	30.1798	5.32833	2.80121	6.84234	1.31026	1.40272	28.3313	1.39621
0.215898	9.88528	28.9519	0.276811	43.3557	10.1446	35.5894	40	9.81264	180.456	89.5127	182.314	40.0161	0.861856	66.0705	76.1371	30.09	5.33016	2.80284	6.87758	1.30451	1.40254	28.0311	1.39661
0.239996	9.96029	28.6894	0.279872	43.485	10.2717	35.5878	40	9.89779	180.702	90.3804	182.307	40.0161	0.855447	66.5178	76.1639	29.9896	5.33246	2.80485	6.91574	1.29968	1.40246	27.7664	1.39712
0.264264	10.0394	28.4527	0.282495	43.6199	10.4062	35.5977	40	9.99336	180.873	91.2406	182.301	40.016	0.848731	66.9879	76.1866	29.8812	5.33528	2.80727	6.9567	1.29589	1.40261	27.5297	1.39774
0.288617	10.1216	28.2383	0.284805	43.7589	10.5466	35.6152	40	10.0983	180.99	92.09	182.295	40.016	0.841782	67.4752	76.2083	29.7634	5.33864	2.81011	6.99995	1.29288	1.40287	27.3175	1.39849
0.312845	10.2058	28.0444	0.28688	43.9	10.6909	35.6373	40	10.2109	181.071	92.9211	182.291	40.016	0.834708	67.9717	76.2251	29.6406	5.34253	2.81337	7.04475	1.29081	1.40336	27.1272	1.39935
0.337031	10.2917	27.8667	0.288795	44.0428	10.8388	35.6621	40	10.3306	181.125	93.7371	182.286	40.0159	0.827528	68.4761	76.2406	29.5108	5.34696	2.81704	7.09092	1.28939	1.40396	26.9545	1.40036
0.361298	10.3793	27.7018	0.290608	44.1875	10.9904	35.6885	40	10.4571	181.162	94.5423	182.282	40.0159	0.820244	68.9882	76.2513	29.3765	5.35198	2.82115	7.13843	1.28876	1.40478	26.7957	1.40149
0.385574	10.468	27.5477	0.292345	44.333	11.1446	35.7154	40	10.5893	181.186	95.3343	182.278	40.0159	0.812909	69.5041	76.2606	29.2363	5.35756	2.82568	7.18691	1.28865	1.40572	26.6488	1.40278
0.409795	10.5574	27.4032	0.294025	44.4785	11.3006	35.7422	40	10.7262	181.201	96.1114	182.274	40.0158	0.805567	70.0206	76.2652	29.0936	5.3637	2.83064	7.23604	1.28922	1.40687	26.512	1.4042
0.434015	10.6473	27.266	0.295668	44.624	11.4582	35.7686	40	10.8674	181.209	96.8756	182.27	40.0158	0.798227	70.5371	76.2687	28.9462	5.37041	2.83601	7.28576	1.29021	1.40813	26.3833	1.40576
0.458267	10.7377	27.1348	0.29729	44.7693	11.6173	35.7942	40	11.0125	181.213	97.6282	182.267	40.0158	0.790899	71.0529	76.2677	28.797	5.37769	2.84181	7.33597	1.29179	1.4096	26.261	1.40746
0.482513	10.8282	27.0086	0.298894	44.914	11.7773	35.8188	40	11.1607	181.214	98.3683	182.263	40.0158	0.783611	71.5659	76.2659	28.644	5.38554	2.84801	7.3865	1.29369	1.41116	26.1442	1.40931
0.506739	10.9186	26.8868	0.300488	45.0578	11.9379	35.8424	40	11.3114	181.212	99.0957	182.259	40.0157	0.776382	72.0748	76.2599	28.4904	5.39393	2.85462	7.43719	1.29611	1.41293	26.0319	1.41128
0.530971	11.009	26.7681	0.302076	45.2007	12.0988	35.8648	40	11.4643	181.209	99.8116	182.256	40.0157	0.769214	72.5795	76.2535	28.3338	5.40286	2.86163	7.48803	1.29878	1.41479	25.9232	1.4134
0.555215	11.0993	26.6523	0.303663	45.3425	12.2601	35.886	40	11.619	181.204	100.516	182.252	40.0157	0.762117	73.0791	76.2432	28.177	5.41234	2.86903	7.53894	1.30191	1.41685	25.8173	1.41564
0.579454	11.1892	26.5387	0.305249	45.4831	12.4213	35.9059	40	11.7751	181.198	101.21	182.249	40.0156	0.755104	73.5729	76.2328	28.018	5.42235	2.87681	7.58984	1.30524	1.41898	25.7139	1.41802
0.603688	11.2787	26.4272	0.306837	45.6223	12.5824	35.9245	40	11.9323	181.192	101.892	182.245	40.0156	0.748181	74.0604	76.2188	27.8595	5.43287	2.88497	7.64068	1.30897	1.42131	25.6125	1.42052
0.627928	11.3679	26.317	0.308429	45.7601	12.7431	35.9419	40	12.0903	181.185	102.564	182.241	40.0156	0.74135	74.5414	76.2051	27.6991	5.4439	2.8935	7.69143	1.31285	1.42371	25.5127	1.42315
0.652173	11.4567	26.2083	0.310024	45.8966	12.9035	35.9579	40	12.2489	181.178	103.225	182.238	40.0156	0.734616	75.0155	76.188	27.5397	5.45543	2.90239	7.74206	1.3171	1.42629	25.4142	1.42589
0.676417	11.545	26.1007	0.311625	46.0316	13.0633	35.9727	40	12.4078	181.17	103.876	182.234	40.0155	0.727984	75.4825	76.1715	27.3788	5.46744	2.91163	7.79253	1.32147	1.42893	25.3169	1.42876
0.700663	11.6327	25.9941	0.31323	46.1651	13.2224	35.9862	40	12.5668	181.162	104.517	182.23	40.0155	0.721455	75.9422	76.1519	27.2192	5.47993	2.92121	7.84283	1.32617	1.43176	25.2204	1.43173
0.724914	11.72	25.8883	0.314842	46.2971	13.3809	35.9984	40	12.7258	181.154	105.149	182.227	40.0155	0.715031	76.3946	76.1331	27.0586	5.49289	2.93112	7.89295	1.33097	1.43464	25.1248	1.43483
0.74917	11.8068	25.7833	0.31646	46.4276	13.5386	36.0094	40	12.8847	181.146	105.771	182.223	40.0155	0.708712	76.8395	76.1115	26.8995	5.5063	2.94137	7.94287	1.33606	1.43769	25.0299	1.43803
0.773428	11.8931	25.679	0.318085	46.5565	13.6955	36.0191	40	13.0432	181.138	106.384	182.219	40.0154	0.7025	77.2768	76.0909	26.7395	5.52015	2.95193	7.99258	1.34123	1.4408	24.9356	1.44134
0.797691	11.9788	25.5754	0.319716	46.684	13.8515	36.0276	40	13.2013	181.129	106.987	182.215	40.0154	0.696395	77.7067	76.0676	26.5813	5.53443	2.96281	8.04208	1.34668	1.44407	24.8419	1.44474
0.821959	12.0641	25.4724	0.321355	46.8099	14.0065	36.0348	40	13.3589	181.121	107.582	182.212	40.0154	0.690396	78.129	76.0455	26.4225	5.54914	2.97398	8.09138	1.35219	1.44738	24.7487	1.44826
0.846234	12.1488	25.37	0.323001	46.9344	14.1607	36.0409	40	13.5158	181.112	108.169	182.208	40.0153	0.684503	78.5439	76.021	26.2656	5.56425	2.98546	8.14045	1.35796	1.45086	24.656	1.45187
0.870513	12.233	25.2682	0.324654	47.0573	14.3137	36.0457	40	13.6721	181.103	108.746	182.204	40.0153	0.678715	78.9514	75.9978	26.1082	5.57977	2.99722	8.18932	1.36377	1.45438	24.5638	1.45557
0.894799	12.3167	25.1671	0.326314	47.1789	14.4658	36.0493	40	13.8276	181.094	109.316	182.2	40.0153	0.673032	79.3515	75.9723	25.9528	5.59568	3.00926	8.23797	1.36984	1.45805	24.4721	1.45937
0.919092	12.4	25.0664	0.327982	47.2989	14.6168	36.0518	40	13.9822	181.085	109.877	182.196	40.0153	0.667451	79.7444	75.9482	25.7971	5.61197	3.02158	8.28642	1.37593	1.46176	24.3809	1.46326
0.943393	12.4828	24.9665	0.329658	47.4175	14.7668	36.0531	40	14.1361	181.077	110.431	182.193	40.0152	0.661971	80.1301	75.922	25.6435	5.62863	3.03417	8.33466	1.38226	1.46561	24.2901	1.46724
0.9677	12.5651	24.8671	0.331342	47.5347	14.9157	36.0532	40	14.289	181.068	110.977	182.189	40.0152	0.656592	80.5088	75.8973	25.4897	5.64566	3.04702	8.38271	1.38861	1.4695	24.1998	1.4713
0.992016	12.6471	24.7684	0.333034	47.6505	15.0635	36.0522	40	14.4409	181.058	111.515	182.185	40.0152	0.651312	80.8804	75.8706	25.3381	5.66303	3.06012	8.43056	1.3952	1.47354	24.11	1.47545
1.01634	12.7285	24.6702	0.334734	47.7649	15.2101	36.0501	40	14.5919	181.049	112.046	182.181	40.0152	0.646128	81.2453	75.8455	25.1862	5.68076	3.07347	8.47823	1.40179	1.4776	24.0207	1.47968
1.04067	12.8096	24.5728	0.336442	47.8779	15.3557	36.0469	40	14.7419	181.04	112.57	182.177	40.0151	0.64104	81.6033	75.8185	25.0366	5.69882	3.08706	8.52572	1.4086	1.4818	23.9318	1.48399
1.06502	12.8903	24.4759	0.338159	47.9896	15.5001	36.0425	40	14.8908	181.031	113.086	182.173	40.0151	0.636046	81.9548	75.7931	24.8869	5.7172	3.10089	8.57304	1.41542	1.48602	23.8436	1.48838
1.08937	12.9706	24.3797	0.339883	48.1001	15.6434	36.0371	40	15.0387	181.022	113.596	182.169	40.0151	0.631144	82.2998	75.7659	24.7395	5.73591	3.11496	8.62018	1.42246	1.49039	23.7558	1.49285
1.11373	13.0505	24.2842	0.341617	48.2091	15.7856	36.0306	40	15.1855	181.012	114.099	182.165	40.015	0.626332	82.6384	75.7405	24.5919	5.75493	3.12924	8.66717	1.42948	1.49477	23.6685	1.49739
1.1381	13.1301	24.1894	0.343359	48.317	15.9266	36.0231	40	15.3313	181.003	114.595	182.161	40.015	0.621609	82.9707	75.7132	24.4467	5.77425	3.14375	8.714	1.43673	1.49928	23.5818	1.502
1.16249	13.2093	24.0952	0.34511	48.4235	16.0665	36.0145	40	15.4759	180.993	115.085	182.157	40.015	0.616973	83.2969	75.6878	24.3014	5.79387	3.15847	8.76068	1.44395	1.50381	23.4957	1.50669
1.18688	13.2882	24.0017	0.34687	48.5289	16.2053	36.0049	40	15.6195	180.984	115.568	182.153	40.015	0.612422	83.6171	75.6606	24.1584	5.81378	3.1734	8.80722	1.45139	1.50847	23.4101	1.51144
1.21129	13.3668	23.9089	0.348639	48.633	16.3429	35.9943	40	15.7619	180.974	116.045	182.149	40.0149	0.607954	83.9313	75.6353	24.0154	5.83397	3.18854	8.85363	1.45881	1.51315	23.3251	1.51626
1.2357	13.4451	23.8169	0.350417	48.7359	16.4795	35.9826	40	15.9033	180.964	116.516	182.145	40.0149	0.603569	84.2399	75.6083	23.8747	5.85443	3.20388	8.8999	1.46643	1.51795	23.2406	1.52115
1.26013	13.5231	23.7254	0.352204	48.8376	16.6148	35.97	40	16.0435	180.954	116.981	182.141	40.0149	0.599263	84.5427	75.5832	23.7339	5.87517	3.21941	8.94605	1.47403	1.52276	23.1567	1.52611
1.28458	13.6008	23.6348	0.354	48.9382	16.7491	35.9564	40	16.1826	180.945	117.44	182.137	40.0149	0.595035	84.84	75.5564	23.5955	5.89617	3.23513	8.99207	1.48182	1.5277	23.0734	1.53112
1.30903	13.6782	23.5448	0.355806	49.0376	16.8822	35.9418	40	16.3206	180.935	117.894	182.133	40.0148	0.590885	85.1319	75.5316	23.4571	5.91742	3.25104	9.03799	1.48959	1.53264	22.9907	1.5362
1.3335	13.7554	23.4556	0.357621	49.136	17.0142	35.9262	40	16.4575	180.925	118.341	182.128	40.0148	0.58681	85.4185	75.5052	23.321	5.93893	3.26714	9.08379	1.49755	1.5377	22.9086	1.54134
1.35798	13.8323	23.367	0.359446	49.2332	17.1451	35.9097	40	16.5933	180.915	118.783	182.124	40.0148	0.582808	85.6999	75.4807	23.1848	5.96068	3.28341	9.12949	1.50548	1.54277	22.827	1.54654
1.38248	13.909	23.2792	0.36128	49.3294	17.2749	35.8923	40	16.7279	180.905	119.22	182.12	40.0147	0.578878	85.9762	75.4547	23.051	5.98267	3.29985	9.17508	1.5136	1.54795	22.7461	1.5518
1.40699	13.9854	23.1921	0.363125	49.4245	17.4035	35.874	40	16.8614	180.895	119.651	182.116	40.0147	0.575018	86.2476	75.4306	22.9171	6.0049	3.31647	9.22058	1.52168	1.55314	22.6657	1.55712
1.43152	14.0617	23.1057	0.364979	49.5185	17.5311	35.8547	40	16.9939	180.884	120.077	182.112	40.0147	0.571228	86.514	75.405	22.7856	6.02735	3.33325	9.26599	1.52995	1.55845	22.5859	1.56249
1.45606	14.1377	23.02	0.366843	49.6115	17.6576	35.8346	40	17.1252	180.874	120.498	182.107	40.0147	0.567505	86.7757	75.3814	22.654	6.05002	3.3502	9.3113	1.53817	1.56375	22.5068	1.56792
1.48061	14.2135	22.9351	0.368718	49.7036	17.783	35.8135	40	17.2554	180.864	120.914	182.103	40.0146	0.563848	87.0327	75.3562	22.5247	6.07292	3.36731	9.35653	1.54659	1.56917	22.4282	1.5734
1.50518	14.2891	22.8507	0.370603	49.7946	17.9073	35.7916	40	17.3845	180.853	121.325	182.099	40.0146	0.560256	87.2852	75.3332	22.3954	6.09602	3.38457	9.40168	1.55495	1.57458	22.3502	1.57894
1.52977	14.3644	22.7672	0.372498	49.8847	18.0306	35.7689	40	17.5125	180.843	121.731	182.094	40.0146	0.556727	87.5332	75.3085	22.2683	6.11934	3.40199	9.44674	1.56349	1.58011	22.2728	1.58452
1.55437	14.4396	22.6843	0.374404	49.9738	18.1527	35.7452	40	17.6394	180.832	122.133	182.09	40.0145	0.55326	87.7768	75.286	22.1413	6.14285	3.41955	9.49173	1.57199	1.58563	22.196	1.59016
1.57899	14.5146	22.6021	0.37632	50.062	18.2738	35.7208	40	17.7653	180.822	122.529	182.086	40.0145	0.549854	88.0161	75.2619	22.0164	6.16657	3.43727	9.53665	1.58066	1.59126	22.1197	1.59584
1.60363	14.5895	22.5206	0.378247	50.1492	18.3939	35.6955	40	17.89	180.811	122.921	182.081	40.0145	0.546507	88.2512	75.2399	21.8916	6.19048	3.45512	9.58149	1.58927	1.59688	22.0441	1.60158
1.62828	14.6641	22.4398	0.380184	50.2356	18.5129	35.6694	40	18.0137	180.8	123.309	182.077	40.0145	0.543217	88.4822	75.2165	21.7689	6.21458	3.47312	9.62626	1.59806	1.60261	21.969	1.60736
1.65295	14.7386	22.3597	0.382133	50.3211	18.6309	35.6425	40	18.1363	180.789	123.692	182.072	40.0144	0.539985	88.7093	75.1951	21.6463	6.23887	3.49125	9.67096	1.60679	1.60833	21.8945	1.61319
1.67764	14.8129	22.2803	0.384093	50.4057	18.7478	35.6148	40	18.2579	180.778	124.071	182.068	40.0144	0.536808	88.9323	75.1723	21.5258	6.26333	3.50951	9.7156	1.6157	1.61416	21.8206	1.61907
1.70234	14.887	22.2015	0.386063	50.4895	18.8637	35.5863	40	18.3784	180.767	124.446	182.063	40.0144	0.533686	89.1516	75.1515	21.4053	6.28798	3.52791	9.76017	1.62454	1.61997	21.7472	1.62499
1.72706	14.961	22.1234	0.388045	50.5724	18.9786	35.557	40	18.4979	180.756	124.816	182.059	40.0143	0.530617	89.3671	75.1293	21.2869	6.3128	3.54644	9.80467	1.63355	1.62589	21.6744	1.63095
1.7518	15.0348	22.0459	0.390039	50.6545	19.0925	35.527	40	18.6163	180.745	125.182	182.054	40.0143	0.5276	89.5788	75.1093	21.1685	6.33779	3.56509	9.84911	1.64249	1.6318	21.6022	1.63696
1.77656	15.1085	21.9692	0.392044	50.7358	19.2054	35.4962	40	18.7337	180.734	125.544	182.049	40.0143	0.524634	89.787	75.0877	21.0523	6.36294	3.58386	9.8935	1.65161	1.6378	21.5305	1.64301
1.80134	15.182	21.893	0.39406	50.8164	19.3173	35.4647	40	18.8501	180.723	125.903	182.045	40.0143	0.521717	89.9917	75.0683	20.936	6.38825	3.60275	9.93781	1.66064	1.6438	21.4594	1.64911
1.82613	15.2554	21.8175	0.396088	50.8961	19.4282	35.4324	40	18.9654	180.711	126.257	182.04	40.0142	0.51885	90.1929	75.0475	20.8219	6.41373	3.62176	9.98207	1.66985	1.64989	21.3888	1.65524
1.85095	15.3286	21.7426	0.398128	50.9751	19.5382	35.3994	40	19.0798	180.7	126.607	182.035	40.0142	0.516031	90.3907	75.0288	20.7076	6.43935	3.64089	10.0263	1.67898	1.65597	21.3188	1.66141
1.87578	15.4016	21.6684	0.40018	51.0534	19.6472	35.3657	40	19.1931	180.688	126.954	182.031	40.0142	0.513258	90.5852	75.0087	20.5955	6.46513	3.66013	10.0704	1.68827	1.66214	21.2492	1.66762
1.90064	15.4745	21.5948	0.402244	51.1309	19.7552	35.3313	40	19.3055	180.677	127.297	182.026	40.0141	0.510532	90.7764	74.9907	20.4833	6.49106	3.67947	10.1145	1.69749	1.6683	21.1803	1.67388
1.92551	15.5473	21.5219	0.40432	51.2078	19.8622	35.2962	40	19.4168	180.665	127.636	182.021	40.0141	0.50785	90.9645	74.9713	20.3732	6.51713	3.69893	10.1585	1.70686	1.67456	21.1118	1.68016
1.9504	15.6199	21.4494	0.406408	51.2839	19.9683	35.2604	40	19.5272	180.653	127.972	182.016	40.0141	0.505212	91.1494	74.9541	20.263	6.54334	3.71849	10.2025	1.71615	1.6808	21.0439	1.68649
1.97531	15.6923	21.3777	0.408508	51.3594	20.0736	35.2239	40	19.6366	180.641	128.304	182.012	40.0141	0.502617	91.3314	74.9355	20.1548	6.56969	3.73815	10.2464	1.72561	1.68712	20.9764	1.69285
2.00024	15.7646	21.3065	0.410621	51.4342	20.1778	35.1868	40	19.7451	180.63	128.633	182.007	40.014	0.500065	91.5103	74.919	20.0465	6.59617	3.75791	10.2902	1.73497	1.69344	20.9096	1.69925
2.0252	15.8368	21.236	0.412747	51.5083	20.2812	35.149	40	19.8526	180.618	128.958	182.002	40.014	0.497553	91.6863	74.9011	19.9404	6.62279	3.77777	10.334	1.74449	1.69984	20.8431	1.70568
2.05017	15.9088	21.166	0.414885	51.5818	20.3836	35.1105	40	19.9592	180.606	129.28	181.997	40.014	0.495082	91.8594	74.8854	19.834	6.64953	3.79772	10.3777	1.75392	1.70622	20.7773	1.71215
2.07516	15.9807	21.0966	0.417036	51.6547	20.4852	35.0714	40	20.0648	180.593	129.599	181.992	40.0139	0.492651	92.0297	74.8683	19.7297	6.67639	3.81777	10.4214	1.76351	1.71269	20.7118	1.71865
2.10018	16.0524	21.0277	0.4192	51.727	20.5858	35.0317	40	20.1695	180.581	129.914	181.987	40.0139	0.490259	92.1973	74.8534	19.6252	6.70338	3.8379	10.465	1.773	1.71915	20.6469	1.72519
2.12521	16.124	20.9595	0.421377	51.7987	20.6856	34.9913	40	20.2732	180.569	130.226	181.982	40.0139	0.487904	92.3622	74.8371	19.5228	6.73049	3.85813	10.5085	1.78265	1.72568	20.5825	1.73175
2.15026	16.1955	20.8918	0.423568	51.8698	20.7845	34.9504	40	20.3761	180.556	130.535	181.977	40.0139	0.485587	92.5245	74.823	19.4202	6.75771	3.87844	10.552	1.7922	1.7322	20.5186	1.73835
2.17534	16.2668	20.8247	0.425771	51.9403	20.8825	34.9088	40	20.4781	180.544	130.841	181.972	40.0138	0.483307	92.6841	74.8074	19.3196	6.78504	3.89883	10.5954	1.8019	1.73881	20.4551	1.74497
2.20044	16.3379	20.758	0.427988	52.0103	20.9797	34.8666	40	20.5791	180.531	131.144	181.967	40.0138	0.481062	92.8413	74.7941	19.2188	6.81249	3.91931	10.6388	1.8115	1.74539	20.3921	1.75163
2.22556	16.4089	20.692	0.430218	52.0798	21.076	34.8238	40	20.6793	180.519	131.444	181.962	40.0138	0.478852	92.9959	74.7794	19.12	6.84004	3.93987	10.6821	1.82124	1.75205	20.3295	1.75831
2.2507	16.4797	20.6265	0.432462	52.1487	21.1715	34.7805	40	20.7786	180.506	131.741	181.957	40.0138	0.476676	93.1482	74.7669	19.0209	6.8677	3.9605	10.7253	1.83089	1.75869	20.2674	1.76503
2.27586	16.5504	20.5615	0.43472	52.2171	21.2662	34.7365	40	20.877	180.493	132.035	181.952	40.0137	0.474534	93.298	74.753	18.9239	6.89545	3.98121	10.7685	1.84068	1.76542	20.2058	1.77177
2.30104	16.621	20.497	0.436992	52.285	21.36	34.692	40	20.9746	180.48	132.326	181.946	40.0137	0.472425	93.4455	74.7413	18.8266	6.92331	4.00199	10.8116	1.85037	1.77212	20.1446	1.77855
2.32625	16.6914	20.4331	0.439277	52.3524	21.453	34.647	40	21.0713	180.468	132.614	181.941	40.0137	0.470348	93.5907	74.7282	18.7312	6.95126	4.02284	10.8546	1.8602	1.7789	20.0838	1.78534
2.35148	16.7616	20.3696	0.441577	52.4193	21.5452	34.6013	40	21.1672	180.454	132.9	181.936	40.0136	0.468303	93.7337	74.7174	18.6357	6.97931	4.04377	10.8976	1.86992	1.78565	20.0235	1.79217
2.37673	16.8317	20.3067	0.443891	52.4858	21.6366	34.5552	40	21.2622	180.441	133.182	181.931	40.0136	0.466289	93.8745	74.7052	18.542	7.00744	4.06475	10.9405	1.87978	1.79249	19.9636	1.79901
2.402	16.9016	20.2442	0.446219	52.5518	21.7272	34.5085	40	21.3564	180.428	133.462	181.925	40.0136	0.464306	94.0131	74.6951	18.4481	7.03567	4.08581	10.9833	1.88953	1.79929	19.9042	1.80589
2.42729	16.9714	20.1824	0.448561	52.6174	21.8171	34.4613	40	21.4498	180.415	133.74	181.92	40.0136	0.462352	94.1496	74.6837	18.3561	7.06398	4.10693	11.0261	1.89942	1.80618	19.8452	1.81279
2.45261	17.041	20.1208	0.450918	52.6826	21.9061	34.4135	40	21.5424	180.401	134.015	181.914	40.0135	0.460427	94.284	74.6746	18.2638	7.09237	4.1281	11.0687	1.9092	1.81304	19.7866	1.81971
2.47794	17.1105	20.0599	0.45329	52.7473	21.9945	34.3652	40	21.6342	180.388	134.287	181.909	40.0135	0.458531	94.4164	74.664	18.1734	7.12084	4.14934	11.1114	1.91912	1.81997	19.7283	1.82665
2.5033	17.1798	19.9993	0.455676	52.8117	22.082	34.3165	40	21.7251	180.374	134.556	181.903	40.0135	0.456664	94.5468	74.6557	18.0828	7.14939	4.17063	11.1539	1.92891	1.82687	19.6705	1.83363
2.52869	17.2489	19.9394	0.458078	52.8756	22.1688	34.2672	40	21.8153	180.361	134.824	181.898	40.0134	0.454823	94.6752	74.646	17.9939	7.17802	4.19198	11.1964	1.93885	1.83385	19.6131	1.84061
2.55409	17.3179	19.8797	0.460494	52.9392	22.2548	34.2174	40	21.9047	180.347	135.088	181.892	40.0134	0.45301	94.8017	74.6385	17.9048	7.20672	4.21338	11.2387	1.94866	1.8408	19.5561	1.84763
2.57952	17.3867	19.8206	0.462925	53.0024	22.3402	34.1671	40	21.9934	180.333	135.35	181.887	40.0134	0.451224	94.9263	74.6296	17.8176	7.23549	4.23484	11.281	1.95861	1.84783	19.4995	1.85466
2.60497	17.4553	19.7619	0.465372	53.0652	22.4247	34.1164	40	22.0813	180.319	135.61	181.881	40.0134	0.449463	95.0491	74.623	17.73	7.26433	4.25634	11.3233	1.96843	1.85482	19.4433	1.86171
2.63044	17.5238	19.7037	0.467834	53.1277	22.5086	34.0652	40	22.1684	180.305	135.868	181.876	40.0133	0.447728	95.1701	74.615	17.6442	7.29323	4.27789	11.3654	1.97839	1.86188	19.3874	1.86878
2.65594	17.5921	19.6459	0.470311	53.1899	22.5918	34.0135	40	22.2548	180.291	136.123	181.87	40.0133	0.446018	95.2893	74.6093	17.5582	7.3222	4.29948	11.4075	1.98822	1.86892	19.3319	1.87587
2.68146	17.6602	19.5886	0.472805	53.2517	22.6743	33.9613	40	22.3404	180.277	136.375	181.864	40.0133	0.444332	95.4068	74.6022	17.4739	7.35123	4.32112	11.4495	1.99818	1.87602	19.2768	1.88298
2.707	17.7282	19.5316	0.475313	53.3133	22.756	33.9087	40	22.4253	180.263	136.626	181.858	40.0132	0.442671	95.5225	74.5973	17.3893	7.38032	4.3428	11.4914	2.00802	1.88309	19.2221	1.89011
2.73256	17.796	19.4751	0.477838	53.3745	22.8371	33.8557	40	22.5095	180.248	136.874	181.853	40.0132	0.441033	95.6366	74.591	17.3064	7.40946	4.36452	11.5332	2.01798	1.89023	19.1677	1.89725
2.75815	17.8636	19.4189	0.480378	53.4354	22.9175	33.8022	40	22.593	180.234	137.12	181.847	40.0132	0.439418	95.749	74.587	17.2233	7.43866	4.38628	11.5749	2.02781	1.89734	19.1137	1.90442
2.78376	17.931	19.3633	0.482935	53.4961	22.9973	33.7483	40	22.6757	180.219	137.364	181.841	40.0131	0.437827	95.8598	74.5816	17.1418	7.46791	4.40807	11.6166	2.03776	1.90451	19.06	1.91159
2.8094	17.9982	19.3079	0.485507	53.5564	23.0763	33.6939	40	22.7578	180.205	137.606	181.835	40.0131	0.436257	95.969	74.5785	17.0601	7.49722	4.4299	11.6582	2.04759	1.91165	19.0067	1.91879
