# Time	(6PGD).Flux	(ALD).Flux	(CAT).Flux	(FBPase).Flux	(G6PD).Flux	(GAPD).Flux	(GLCin).Flux	(GLase).Flux	(GPx).Flux	(GR).Flux	(H2O2diff).Flux	(HK).Flux	(NHN).Flux	(NNH).Flux	(PFK).Flux	(PGI).Flux	(PRPPs).Flux	(RPE).Flux	(RPI).Flux	(TKT2).Flux	(TLD).Flux	(TPI).Flux	(TkT1).Flux
266.361	39.5525	8.04514	2.82732	179.939	39.5634	19.8941	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9408	187.985	0.43649	28.121	7.61713	31.931	3.80442	3.80463	8.04517	3.80472
266.389	39.5525	8.04525	2.82732	179.939	39.5634	19.8941	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9408	187.984	0.436593	28.1211	7.61713	31.931	3.80488	3.80463	8.04512	3.80472
266.417	39.5525	8.04514	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9408	187.985	0.436491	28.1211	7.61712	31.9311	3.80442	3.80463	8.04518	3.80472
266.445	39.5525	8.04526	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9408	187.984	0.436594	28.1211	7.61712	31.9311	3.80488	3.80463	8.04512	3.80472
266.473	39.5525	8.04514	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9408	187.985	0.436493	28.1211	7.61711	31.9311	3.80442	3.80463	8.04518	3.80472
266.5	39.5525	8.04526	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.984	0.436595	28.1211	7.61711	31.9311	3.80488	3.80463	8.04513	3.80472
266.528	39.5525	8.04515	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.985	0.436494	28.1211	7.6171	31.9311	3.80442	3.80463	8.04518	3.80472
266.556	39.5525	8.04526	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.984	0.436596	28.1212	7.6171	31.9311	3.80488	3.80463	8.04513	3.80472
266.584	39.5525	8.04515	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.985	0.436495	28.1212	7.6171	31.9311	3.80442	3.80463	8.04518	3.80472
266.611	39.5525	8.04526	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.984	0.436597	28.1212	7.61709	31.9311	3.80488	3.80463	8.04513	3.80472
266.639	39.5525	8.04515	2.82732	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.985	0.436496	28.1212	7.61709	31.9312	3.80442	3.80463	8.04519	3.80472
266.667	39.5525	8.04527	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.984	0.436599	28.1212	7.61708	31.9312	3.80488	3.80463	8.04513	3.80472
266.695	39.5525	8.04515	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419372	94.9407	187.986	0.436497	28.1212	7.61708	31.9312	3.80443	3.80463	8.04519	3.80472
266.722	39.5525	8.04527	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.985	0.4366	28.1213	7.61707	31.9312	3.80488	3.80463	8.04514	3.80472
266.75	39.5525	8.04516	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.986	0.436498	28.1213	7.61707	31.9312	3.80443	3.80463	8.04519	3.80472
266.778	39.5526	8.04527	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.985	0.436601	28.1213	7.61706	31.9312	3.80488	3.80463	8.04514	3.80472
266.806	39.5526	8.04516	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.986	0.436499	28.1213	7.61706	31.9312	3.80443	3.80463	8.04519	3.80472
266.833	39.5526	8.04527	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.985	0.436602	28.1213	7.61705	31.9313	3.80488	3.80463	8.04514	3.80472
266.861	39.5526	8.04516	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.986	0.4365	28.1213	7.61705	31.9313	3.80443	3.80463	8.0452	3.80472
266.889	39.5526	8.04528	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.985	0.436603	28.1214	7.61704	31.9313	3.80488	3.80463	8.04514	3.80472
266.917	39.5526	8.04516	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.986	0.436501	28.1214	7.61704	31.9313	3.80443	3.80463	8.0452	3.80472
266.944	39.5526	8.04528	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.985	0.436604	28.1214	7.61704	31.9313	3.80488	3.80463	8.04515	3.80472
266.972	39.5526	8.04517	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.986	0.436502	28.1214	7.61703	31.9313	3.80443	3.80463	8.0452	3.80472
267	39.5526	8.04528	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9407	187.985	0.436605	28.1214	7.61703	31.9313	3.80489	3.80463	8.04515	3.80472
267.028	39.5526	8.04517	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9406	187.986	0.436503	28.1214	7.61702	31.9314	3.80443	3.80463	8.0452	3.80472
267.056	39.5526	8.04528	2.82731	179.939	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9406	187.985	0.436606	28.1215	7.61702	31.9314	3.80489	3.80463	8.04515	3.80472
267.083	39.5526	8.04517	2.82731	179.94	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419373	94.9406	187.986	0.436504	28.1215	7.61701	31.9314	3.80443	3.80463	8.04521	3.80472
267.111	39.5526	8.04529	2.82731	179.94	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.436607	28.1215	7.61701	31.9314	3.80489	3.80463	8.04515	3.80472
267.139	39.5526	8.04517	2.82731	179.94	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.986	0.436505	28.1215	7.617	31.9314	3.80443	3.80464	8.04521	3.80472
267.167	39.5526	8.04529	2.82731	179.94	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.436608	28.1215	7.617	31.9314	3.80489	3.80464	8.04516	3.80472
267.194	39.5526	8.04518	2.82731	179.94	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.986	0.436506	28.1215	7.617	31.9314	3.80443	3.80464	8.04521	3.80472
267.222	39.5527	8.04529	2.82731	179.94	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.436609	28.1216	7.61699	31.9314	3.80489	3.80464	8.04516	3.80472
267.25	39.5527	8.04518	2.82731	179.94	39.5634	19.8942	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.986	0.436507	28.1216	7.61699	31.9315	3.80443	3.80464	8.04521	3.80472
267.278	39.5527	8.04529	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.43661	28.1216	7.61698	31.9315	3.80489	3.80464	8.04516	3.80472
267.305	39.5527	8.04518	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.986	0.436508	28.1216	7.61698	31.9315	3.80443	3.80464	8.04522	3.80472
267.333	39.5527	8.0453	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.436611	28.1216	7.61697	31.9315	3.80489	3.80464	8.04516	3.80472
267.361	39.5527	8.04518	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.986	0.436509	28.1216	7.61697	31.9315	3.80443	3.80464	8.04522	3.80472
267.389	39.5527	8.0453	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.436612	28.1217	7.61696	31.9315	3.80489	3.80464	8.04517	3.80473
267.416	39.5527	8.04519	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.986	0.43651	28.1217	7.61696	31.9315	3.80443	3.80464	8.04522	3.80473
267.444	39.5527	8.0453	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.436613	28.1217	7.61695	31.9316	3.80489	3.80464	8.04517	3.80473
267.472	39.5527	8.04519	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.986	0.436512	28.1217	7.61695	31.9316	3.80443	3.80464	8.04522	3.80473
267.5	39.5527	8.0453	2.82731	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419374	94.9406	187.985	0.436614	28.1217	7.61695	31.9316	3.80489	3.80464	8.04517	3.80473
267.527	39.5527	8.04519	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9406	187.986	0.436513	28.1217	7.61694	31.9316	3.80443	3.80464	8.04523	3.80473
267.555	39.5527	8.04531	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9406	187.985	0.436615	28.1218	7.61694	31.9316	3.80489	3.80464	8.04517	3.80473
267.583	39.5527	8.04519	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.986	0.436514	28.1218	7.61693	31.9316	3.80443	3.80464	8.04523	3.80473
267.611	39.5527	8.04531	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.985	0.436616	28.1218	7.61693	31.9316	3.80489	3.80464	8.04518	3.80473
267.639	39.5528	8.0452	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.986	0.436515	28.1218	7.61692	31.9316	3.80443	3.80464	8.04523	3.80473
267.666	39.5528	8.04531	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.985	0.436617	28.1218	7.61692	31.9317	3.80489	3.80464	8.04518	3.80473
267.694	39.5528	8.0452	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.986	0.436516	28.1218	7.61692	31.9317	3.80443	3.80464	8.04523	3.80473
267.722	39.5528	8.04531	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.985	0.436619	28.1219	7.61691	31.9317	3.80489	3.80464	8.04518	3.80473
267.75	39.5528	8.0452	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.986	0.436517	28.1219	7.61691	31.9317	3.80443	3.80464	8.04524	3.80473
267.777	39.5528	8.04532	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.985	0.43662	28.1219	7.6169	31.9317	3.80489	3.80464	8.04518	3.80473
267.805	39.5528	8.0452	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.986	0.436518	28.1219	7.6169	31.9317	3.80443	3.80464	8.04524	3.80473
267.833	39.5528	8.04532	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.985	0.436621	28.1219	7.61689	31.9317	3.80489	3.80464	8.04519	3.80473
267.861	39.5528	8.04521	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.987	0.436519	28.1219	7.61689	31.9318	3.80443	3.80464	8.04524	3.80473
267.888	39.5528	8.04532	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419375	94.9405	187.986	0.436622	28.122	7.61688	31.9318	3.80489	3.80464	8.04519	3.80473
267.916	39.5528	8.04521	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.987	0.43652	28.122	7.61688	31.9318	3.80443	3.80464	8.04524	3.80473
267.944	39.5528	8.04532	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.986	0.436623	28.122	7.61687	31.9318	3.80489	3.80464	8.04519	3.80473
267.972	39.5528	8.04521	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.987	0.436521	28.122	7.61687	31.9318	3.80443	3.80464	8.04525	3.80473
267.999	39.5528	8.04533	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.986	0.436624	28.122	7.61687	31.9318	3.80489	3.80464	8.04519	3.80473
268.027	39.5528	8.04521	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.987	0.436522	28.122	7.61686	31.9318	3.80443	3.80464	8.04525	3.80473
268.055	39.5528	8.04533	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.986	0.436625	28.1221	7.61686	31.9318	3.80489	3.80464	8.0452	3.80473
268.083	39.5529	8.04522	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.987	0.436523	28.1221	7.61685	31.9319	3.80443	3.80464	8.04525	3.80473
268.11	39.5529	8.04533	2.8273	179.94	39.5634	19.8943	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9405	187.986	0.436626	28.1221	7.61685	31.9319	3.80489	3.80464	8.0452	3.80473
268.138	39.5529	8.04522	2.8273	179.94	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9404	187.987	0.436524	28.1221	7.61684	31.9319	3.80443	3.80464	8.04525	3.80473
268.166	39.5529	8.04533	2.8273	179.94	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9404	187.986	0.436627	28.1221	7.61684	31.9319	3.80489	3.80464	8.0452	3.80473
268.194	39.5529	8.04522	2.8273	179.94	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9404	187.987	0.436525	28.1221	7.61684	31.9319	3.80443	3.80464	8.04526	3.80473
268.221	39.5529	8.04534	2.8273	179.94	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9404	187.986	0.436628	28.1222	7.61683	31.9319	3.80489	3.80464	8.0452	3.80473
268.249	39.5529	8.04522	2.8273	179.94	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9404	187.987	0.436526	28.1222	7.61683	31.9319	3.80443	3.80464	8.04526	3.80473
268.277	39.5529	8.04534	2.8273	179.94	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419376	94.9404	187.986	0.436629	28.1222	7.61682	31.932	3.80489	3.80464	8.04521	3.80473
268.305	39.5529	8.04523	2.8273	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.987	0.436527	28.1222	7.61682	31.932	3.80443	3.80464	8.04526	3.80473
268.333	39.5529	8.04534	2.8273	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.986	0.43663	28.1222	7.61681	31.932	3.80489	3.80464	8.04521	3.80473
268.36	39.5529	8.04523	2.8273	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.987	0.436528	28.1222	7.61681	31.932	3.80443	3.80464	8.04526	3.80473
268.388	39.5529	8.04534	2.8273	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.986	0.436631	28.1223	7.6168	31.932	3.80489	3.80464	8.04521	3.80473
268.416	39.5529	8.04523	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.987	0.436529	28.1223	7.6168	31.932	3.80443	3.80464	8.04527	3.80473
268.444	39.5529	8.04535	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.986	0.436632	28.1223	7.61679	31.932	3.80489	3.80464	8.04521	3.80473
268.471	39.5529	8.04523	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.987	0.43653	28.1223	7.61679	31.932	3.80444	3.80464	8.04527	3.80473
268.499	39.5529	8.04535	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.986	0.436633	28.1223	7.61679	31.9321	3.80489	3.80464	8.04522	3.80473
268.527	39.553	8.04524	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.987	0.436531	28.1223	7.61678	31.9321	3.80444	3.80464	8.04527	3.80473
268.555	39.553	8.04535	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.986	0.436634	28.1224	7.61678	31.9321	3.80489	3.80464	8.04522	3.80473
268.582	39.553	8.04524	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.987	0.436532	28.1224	7.61677	31.9321	3.80444	3.80464	8.04527	3.80473
268.61	39.553	8.04535	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.986	0.436635	28.1224	7.61677	31.9321	3.80489	3.80464	8.04522	3.80473
268.638	39.553	8.04524	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.987	0.436533	28.1224	7.61677	31.9321	3.80444	3.80464	8.04528	3.80473
268.666	39.553	8.04536	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9404	187.986	0.436636	28.1224	7.61676	31.9321	3.80489	3.80464	8.04522	3.80473
268.693	39.553	8.04524	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419377	94.9403	187.987	0.436534	28.1224	7.61676	31.9322	3.80444	3.80464	8.04528	3.80473
268.721	39.553	8.04536	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.986	0.436637	28.1224	7.61675	31.9322	3.80489	3.80464	8.04523	3.80473
268.749	39.553	8.04525	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.987	0.436535	28.1225	7.61675	31.9322	3.80444	3.80464	8.04528	3.80473
268.777	39.553	8.04536	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.986	0.436638	28.1225	7.61674	31.9322	3.8049	3.80464	8.04523	3.80473
268.804	39.553	8.04525	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.987	0.436536	28.1225	7.61674	31.9322	3.80444	3.80465	8.04528	3.80473
268.832	39.553	8.04536	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.986	0.436639	28.1225	7.61673	31.9322	3.8049	3.80465	8.04523	3.80473
268.86	39.553	8.04525	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.987	0.436537	28.1225	7.61673	31.9322	3.80444	3.80465	8.04529	3.80473
268.888	39.553	8.04537	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.986	0.43664	28.1225	7.61673	31.9322	3.8049	3.80465	8.04523	3.80473
268.915	39.553	8.04525	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.987	0.436538	28.1226	7.61672	31.9323	3.80444	3.80465	8.04529	3.80473
268.943	39.553	8.04537	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.986	0.436641	28.1226	7.61672	31.9323	3.8049	3.80465	8.04524	3.80473
268.971	39.553	8.04526	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.987	0.436539	28.1226	7.61671	31.9323	3.80444	3.80465	8.04529	3.80473
268.999	39.5531	8.04537	2.82729	179.941	39.5634	19.8944	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.986	0.436642	28.1226	7.61671	31.9323	3.8049	3.80465	8.04524	3.80473
269.027	39.5531	8.04526	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.988	0.43654	28.1226	7.6167	31.9323	3.80444	3.80465	8.04529	3.80473
269.054	39.5531	8.04537	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.986	0.436643	28.1226	7.6167	31.9323	3.8049	3.80465	8.04524	3.80473
269.082	39.5531	8.04526	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.988	0.436541	28.1227	7.6167	31.9323	3.80444	3.80465	8.0453	3.80473
269.11	39.5531	8.04537	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419378	94.9403	187.987	0.436644	28.1227	7.61669	31.9323	3.8049	3.80465	8.04524	3.80473
269.138	39.5531	8.04526	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9403	187.988	0.436542	28.1227	7.61669	31.9324	3.80444	3.80465	8.0453	3.80473
269.165	39.5531	8.04538	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9403	187.987	0.436645	28.1227	7.61668	31.9324	3.8049	3.80465	8.04525	3.80473
269.193	39.5531	8.04526	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9403	187.988	0.436543	28.1227	7.61668	31.9324	3.80444	3.80465	8.0453	3.80473
269.221	39.5531	8.04538	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9403	187.987	0.436646	28.1227	7.61667	31.9324	3.8049	3.80465	8.04525	3.80473
269.249	39.5531	8.04527	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9403	187.988	0.436544	28.1228	7.61667	31.9324	3.80444	3.80465	8.0453	3.80473
269.276	39.5531	8.04538	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.987	0.436647	28.1228	7.61666	31.9324	3.8049	3.80465	8.04525	3.80473
269.304	39.5531	8.04527	2.82729	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.988	0.436545	28.1228	7.61666	31.9324	3.80444	3.80465	8.04531	3.80473
269.332	39.5531	8.04538	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.987	0.436648	28.1228	7.61666	31.9324	3.8049	3.80465	8.04525	3.80473
269.36	39.5531	8.04527	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.988	0.436546	28.1228	7.61665	31.9325	3.80444	3.80465	8.04531	3.80473
269.387	39.5531	8.04539	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.987	0.436649	28.1228	7.61665	31.9325	3.8049	3.80465	8.04526	3.80473
269.415	39.5531	8.04527	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.988	0.436547	28.1228	7.61664	31.9325	3.80444	3.80465	8.04531	3.80473
269.443	39.5532	8.04539	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.987	0.43665	28.1229	7.61664	31.9325	3.8049	3.80465	8.04526	3.80473
269.471	39.5532	8.04528	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.988	0.436548	28.1229	7.61664	31.9325	3.80444	3.80465	8.04531	3.80473
269.498	39.5532	8.04539	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.987	0.436651	28.1229	7.61663	31.9325	3.8049	3.80465	8.04526	3.80473
269.526	39.5532	8.04528	2.82728	179.941	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.419379	94.9402	187.988	0.436549	28.1229	7.61663	31.9325	3.80444	3.80465	8.04532	3.80473
269.554	39.5532	8.04539	2.82728	179.942	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.987	0.436652	28.1229	7.61662	31.9326	3.8049	3.80465	8.04526	3.80473
269.582	39.5532	8.04528	2.82728	179.942	39.5633	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.988	0.43655	28.1229	7.61662	31.9326	3.80444	3.80465	8.04532	3.80473
269.609	39.5532	8.0454	2.82728	179.942	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.987	0.436653	28.123	7.61661	31.9326	3.8049	3.80465	8.04527	3.80473
269.637	39.5532	8.04528	2.82728	179.942	39.5633	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.988	0.436551	28.123	7.61661	31.9326	3.80444	3.80465	8.04532	3.80473
269.665	39.5532	8.0454	2.82728	179.942	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.987	0.436654	28.123	7.61661	31.9326	3.8049	3.80465	8.04527	3.80473
269.693	39.5532	8.04529	2.82728	179.942	39.5633	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.988	0.436552	28.123	7.6166	31.9326	3.80444	3.80465	8.04532	3.80473
269.721	39.5532	8.0454	2.82728	179.942	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.987	0.436655	28.123	7.6166	31.9326	3.8049	3.80465	8.04527	3.80473
269.748	39.5532	8.04529	2.82728	179.942	39.5633	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.988	0.436553	28.123	7.61659	31.9326	3.80444	3.80465	8.04533	3.80473
269.776	39.5532	8.0454	2.82728	179.942	39.5634	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.987	0.436656	28.1231	7.61659	31.9327	3.8049	3.80465	8.04527	3.80473
269.804	39.5532	8.04529	2.82728	179.942	39.5633	19.8945	40	39.5634	173.637	173.637	176.464	40	0.41938	94.9402	187.988	0.436554	28.1231	7.61659	31.9327	3.80444	3.80465	8.04533	3.80473
269.832	39.5532	8.04541	2.82728	179.942	39.5634	19.8945	40	39.5633	173.637	173.637	176.464	40	0.41938	94.9402	187.987	0.436657	28.1231	7.61658	31.9327	3.8049	3.80465	8.04528	3.80473
269.859	39.5532	8.04529	2.82728	179.942	39.5633	19.8945	40	39.5633	173.637	173.637	176.464	40	0.41938	94.9401	187.988	0.436555	28.1231	7.61658	31.9327	3.80444	3.80465	8.04533	3.80473
269.887	39.5532	8.04541	2.82728	179.942	39.5633	19.8945	40	39.5633	173.637	173.637	176.464	40	0.41938	94.9401	187.987	0.436658	28.1231	7.61657	31.9327	3.8049	3.80465	8.04528	3.80474
