"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t4,09128227488203e-05t0,00281756278011127t0t0t32,9993928013947t0t0,195635931069687t1,00000000069514e-05t0t0,00199999999835288t0,027160358588124t2,97442695513309e-07t0t1,55896337663707t9,44829854119672t0,206451354784498t8,7363521885873t86,9883593665041t1,4236474994223t32,46099859744t0,0352410392016458t2,792608660333t0,00184720995381434t1,28731512413111t0,320769154117889t0t0t0,0607438302101209t12,584932160824t0t0,459358634493578t2,62632418492137t0,524403537060422t11,0128784263496t0,000100000000019368t2,32897001261199t0t21,2703646782257t0,0079005409162314t0t0t2,67631815327707t0,00668179449513448t0,0524843116164388t0,0696156878648835t0,138825387549243t0,0275668625448443t14,0084137295649t9,70842158776643t70,3868107014681t0,00357293470091101t1,3151084254254t0,0348914815080815t1,94594101730083t1,17358740916796t1,52718194539662t0t0t0,758582626549395t0
0,1t4,17304020029206e-05t0,0262777172408988t8,09412809000921e-11t4,73652481542198e-16t32,9979933045425t1,38547679663965e-15t0,195635931069687t0,000122705167398243t1,23997857576903e-06t1,81755074439416e-06t0,00310718751187432t3,59895752906987e-05t1,65305203863288e-06t1,56951781239676t9,43248980599023t0,218250428587591t8,72168033805276t86,9921370100974t1,43831934995684t32,4595883031699t0,0262866514516506t2,8076806630624t0,0018204420022928t1,28693534477911t0,320663525419495t8,13899757775439e-11t9,01492528697612e-10t0,0612922710970539t12,5847160822343t1,65592565971083e-05t0,456082439659537t2,62711855003017t0,524393180398101t11,0126343690774t5,58919926828768e-05t2,32389560761687t7,15593942555022e-06t21,2738467918395t0,00600798902493485t4,11314440247503e-08t0,00160182004010087t2,6668489443878t0,0161510033843997t0,0478223164525402t0,0742776830287823t0,138825382486054t0,02590783373135t14,0056999354683t9,70779014586424t70,3909684861314t0,000230766932934156t1,31449192513863t0,0355079817948515t1,94604206299113t1,17381081523347t1,52722431595545t0,000324251622141599t0,000736732477908325t0,758446717273795t1,78378585065274e-05
0,2t4,23741348990819e-05t0,0293891296213211t2,45137045183139e-10t1,14594031756602e-15t32,9965938087385t2,32573005657024e-15t0,195635931069687t0,000142726693032052t3,5941683189596e-06t2,83547702707233e-06t0,00293527699135185t4,24629997871751e-05t2,40293385873443e-06t1,57672408211755t9,43948060390007t0,207225337073684t8,70811899279632t86,9920060251916t1,45188069521329t32,4580723927166t0,0293949818436234t2,79992527007868t0,00179791901951309t1,28653981300546t0,32056986723891t2,45921457552103e-10t2,03855956227769e-09t0,0618385644864548t12,5845005664789t5,44849690767756e-05t0,452833689762294t2,6278997871166t0,524383580305444t11,0124417253721t4,76226556039047e-05t2,32378675984295t1,43123033239325e-05t21,275198937402t0,00532711539337152t6,34484018830738e-08t0,00269351433435659t2,66021681135319t0,0227831364190095t0,0465194067364002t0,0755805927449221t0,138825382486054t0,0248225892082149t14,0030556309886t9,70715866469888t70,3951128646562t0,000363360104704558t1,31401206851555t0,0359878384179264t1,94616327145743t1,17399687563708t1,52726675852466t0,000599752884779956t0,00150132755166944t0,758310755230702t2,40940780318701e-05
0,3t4,29734442543246e-05t0,0317302680708613t4,97428523042095e-10t2,31846777618946e-15t32,9951943152545t3,63720370982493e-15t0,195635931069687t0,000159411700915328t6,88004868068365e-06t3,04830144851365e-06t0,00281873453694174t4,93020845676426e-05t2,95811700225049e-06t1,58024915760111t9,44649872285039t0,199840149300042t8,698255466662t86,9905136705215t1,4617442213476t32,4566046089265t0,0317354837160627t2,79214530401562t0,00177887190921411t1,28614439009255t0,320476049837636t4,98540985368084e-10t3,69390166101536e-09t0,0623846194420973t12,5842838481619t0,00010798907024153t0,449593634766976t2,62867961799628t0,524374252064089t11,0122676141282t4,27310334725182e-05t2,32513765728372t2,14688658204094e-05t21,2762609154827t0,0047894917996951t1,0163028643502e-07t0,00390369681620583t2,65374917472195t0,0292507730502467t0,0466002390651002t0,0754997604162221t0,138825382486054t0,0236171565734229t14,000413930287t9,7065271445297t70,3992472095233t0,000504674086426716t1,31349517827232t0,0365047286611599t1,94628421783207t1,17416576511378t1,5273092729339t0,000863225548702715t0,00226317466440024t0,758174740438282t2,96169456252077e-05
0,4t4,35404785631184e-05t0,0340116068464336t8,37521294290072e-10t4,11932252558256e-15t32,9937948242942t5,53576968580978e-15t0,195635931069687t0,000173772700026156t1,09284298870706e-05t3,37182027889137e-06t0,0027394532793081t5,64258320825773e-05t3,43010018033038e-06t1,58121705951367t9,4535222521823t0,194988144367038t8,6909630765111t86,9890321929767t1,4690366114985t32,4552151733263t0,0340168221672174t2,78436072471329t0,00176267172125185t1,28574746070642t0,320382106253146t8,38968050114421e-10t5,90963187150572e-09t0,0629304473151453t12,5840660311633t0,000173851448049843t0,446361716647308t2,62945729768189t0,524366428843722t11,0121063762419t3,93783669221258e-05t2,32649900974967t2,86255375604937e-05t21,2771257752319t0,00434898086105449t1,59683996790202e-07t0,00519071001087841t2,64740477932422t0,0355951684479761t0,0466850377613869t0,0754149617199355t0,138825382486054t0,0223326678384214t13,9977746102281t9,70589558540237t70,4033740932462t0,000660455595185245t1,3129494332535t0,0370504736799728t1,94640495200131t1,17432266432248t1,52735185920737t0,00111624758711634t0,00302422463482908t0,758038672855566t3,49468828368836e-05
0,5t4,40832291152105e-05t0,0362776652449877t1,26897205518991e-09t6,68800370445294e-15t32,9923953361171t8,26595358819356e-15t0,195635931069687t0,000186914921172953t1,56475099925583e-05t3,80248458340571e-06t0,00268508501806389t6,38033755334277e-05t3,86352689811409e-06t1,58047171544701t9,46053926200518t0,191836870159945t8,68539566842924t86,9876208316678t1,47460401958036t32,4539002958576t0,0362828391723212t2,77658337711874t0,00174880090872805t1,285347933843t0,320288048969233t1,27077395885478e-09t8,73995619664773e-09t0,0634760766060458t12,5838471816597t0,000249925997073845t0,443137597560676t2,63023362355123t0,524359595146211t11,0119577289061t3,70394220209691e-05t2,32778573441921t3,57822793791668e-05t21,277852544313t0,00397622374320744t2,42313435941333e-07t0,00652574470088457t2,64115292978518t0,0418470179870227t0,0467147623115247t0,0753852371697976t0,138825382486054t0,0209978273859408t13,9951374386837t9,70526398738058t70,4074952736837t0,000831603485207617t1,31237910129162t0,0376208056418556t1,9465254900044t1,17446758052439t1,52739451735415t0,00136105566539742t0,00378456240649669t0,757902552464608t4,01644195501089e-05
0,6t4,46080057037563e-05t0,0385284620598083t1,79935735484645e-09t1,01865129538982e-14t32,9909958509871t1,21249970238047e-14t0,195635931069687t0,000199598361572762t2,09977304452388e-05t4,36174475801103e-06t0,0026470276909409t7,14245023408341e-05t4,28346008307504e-06t1,57860582041216t9,46754193607597t0,189801728003732t8,68095887279621t86,9862609465435t1,47904081521339t32,4526558912835t0,0385336350943671t2,76882120009022t0,00173683554181996t1,28494494667649t0,320193881999116t1,8015494572697e-09t1,22394541326249e-08t0,0640215376435068t12,5836273466722t0,000334714536487566t0,439921251360956t2,63100916649921t0,524353376419592t11,0118214706244t3,54422274479676e-05t2,32900199750293t4,29390696285901e-05t21,2784782459042t0,00365276808181375t3,55000934633913e-07t0,00788937887672547t2,63497333841535t0,0480266093568553t0,0467084272815512t0,0753915721997712t0,138825382486054t0,0196319276751046t13,9925021404673t9,7046323505236t70,4116119098308t0,0010182403521282t1,31178630690335t0,0382136000301307t1,94664583361193t1,17460052418171t1,52743724738904t0,00159935735160128t0,00454406536422287t0,757766379244034t4,5373418714689e-05
0,7t4,51200298777348e-05t0,040764203471415t2,44050705717927e-09t1,48074266400986e-14t32,9895963691703t1,74862543650646e-14t0,195635931069687t0,000212374383651329t2,69745375689472e-05t5,08296304449983e-06t0,0026194950782282t7,92879177531843e-05t4,70653413096896e-06t1,57602060155914t9,47452487752852t0,188487219272548t8,67725027858664t86,9849402388709t1,48274940942296t32,4514781047535t0,0407693196112435t2,7610796787471t0,00172642784219087t1,28453770900089t0,320099605698707t2,44314519794867e-09t1,64625926363749e-08t0,0645668647055052t12,5834065553342t0,00042711411238914t0,436712937635759t2,63178434179607t0,524347504231331t11,0116973866031t3,43901662924729e-05t2,33015163814723t5,0095894982518e-05t21,2790274750687t0,00336633489815519t5,04258948814091e-07t0,00926768608624648t2,62885208343095t0,0541478643412523t0,0466786627200492t0,0754213367612731t0,138825382486054t0,0182487621570901t13,9898684138294t9,70400067488002t70,4157247540224t0,00122042859688904t1,31117213105154t0,0388277758819385t1,9467659784655t1,17472156809463t1,52748004932599t0,00183237088531483t0,00530264525471957t0,757630153175718t5,06898967434475e-05
0,8t4,56237839848813e-05t0,0429849736935749t3,20880886918844e-09t2,07804018992598e-14t32,9881968909366t2,48254630290222e-14t0,195635931069687t0,000225659958666017t3,35984968250723e-05t6,01693518387773e-06t0,00259870505808033t8,73964844018595e-05t5,14501315791616e-06t1,5729798405943t9,48148421328928t0,187633650615209t8,67400525135185t86,9836501383193t1,48599443665775t32,4503632911921t0,0429900504720265t2,75336271509727t0,00171729287967987t1,28412541846129t0,320005218719592t3,21196322252781e-09t2,14640025812622e-08t0,0651120974698706t12,5831848200112t0,000526280712626173t0,433513161359613t2,63255946678689t0,524341778102609t11,0115852469944t3,38087064906827e-05t2,33123830179494t5,72527466972771e-05t21,2795173661957t0,0031083567058284t6,97857301392074e-07t0,0106500015254283t2,62277914269105t0,0602208050811542t0,0466343089354063t0,075465690545916t0,138825382486054t0,0168588890408062t13,9872359415191t9,70336896048349t70,4198342851992t0,00143832461523077t1,31053707704413t0,0394628298893437t1,94688591739194t1,17483082984209t1,52752292317218t0,00206095296320182t0,00606027314383876t0,757493874250601t5,62144119829748e-05
0,9t4,61232521190774e-05t0,045190910730971t4,12584830488451e-09t2,83803256037804e-14t32,986797416556t3,47544041548926e-14t0,195635931069687t0,000239837597946223t4,09103596901624e-05t7,23553518197239e-06t0,00258222658254847t9,57552212267912e-05t5,60882244976312e-06t1,56965451506403t9,48841712743891t0,187073072148529t8,6710521604508t86,9823843963875t1,4889475275588t32,4493080053048t0,0451959529838351t2,7456731100553t0,0017091972692897t1,28370719607182t0,319910718830562t4,12961746275601e-09t2,72978177845648e-08t0,0656572821402947t12,5829621373395t0,00063154484236387t0,430322648188914t2,63333479675158t0,524336041947309t11,011484804525t3,36255340881716e-05t2,33226543559477t6,44096187509196e-05t21,2799604224062t0,00287257152431632t9,45051496676336e-07t0,0120275927766619t2,616746860646t0,0662530871261968t0,046581829438768t0,0755181700425544t0,138825382486054t0,0154709372919379t13,9846043985969t9,7027372073502t70,4239408050559t0,00167209098450893t1,30988127650935t0,0401186304241252t1,94700564180714t1,17492846194409t1,52756586892288t0,00228570752980634t0,00681696403612584t0,757357542473668t6,20549169838306e-05
1t4,66221382137523e-05t0,0473727472887096t5,22182987708308e-09t3,79625350011748e-14t32,9853979463036t4,81068660534798e-14t0,195635931069687t0,000255361163829581t4,89813653687499e-05t8,79673198687149e-06t0,00256812873088405t0,000104092372021676t6,1076594408538e-06t1,56615284923885t9,49532602779722t0,186696860387127t8,66825909504512t86,9811369740983t1,49174059296449t32,4483089907487t0,0473777038994738t2,73800840861971t0,00170195021435898t1,28328189950327t0,319816217280137t5,22632404472201e-09t3,40185400034907e-08t0,066202469725258t12,5827384916636t0,000742360841222596t0,427142481430115t2,63411056357103t0,524330165875873t11,011395789223t3,38556789882843e-05t2,33323629529039t7,15665068069862e-05t21,2803666051433t0,00265536472737745t1,25776365032109e-06t0,0133938393573868t2,61074977166015t0,0722501761120523t0,0465219906941864t0,0755780087871359t0,138825382486054t0,0141122562035395t13,9819536413585t9,70210541509022t70,4280444932996t0,00192132031053478t1,30920451615376t0,0407953907797139t1,94712533418312t1,17501465061232t1,52760888655581t0,00250704069063395t0,00757276511357458t0,757221157868646t6,83808296560293e-05
