"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,7363521885873t0t0t0t0t0t0t1,28731512413111t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
3t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,56937491188884t0t0,166977276698458t0t0t0t0t1,12033784743265t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,00153927784018686t0,00538292531230536t0,160055073545966t0t0t0t0t0t0t0t0t0t0
6t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,40243877496644t0t0,333913413620864t0t0t0t0t0,953401710510245t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,00664844727044791t0,0118498228497115t0,315415143500704t0t0t0t0t0t0t0t0t0t0
9t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,23560207749058t0t0,500750111096713t0t0t0t0t0,786565013034396t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0140189742600982t0,0177555481244513t0,468975588712164t0t0t0t0t0t0t0t0t0t0
12t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,068967430951t0t0,667384757636298t0t0t0t0t0,619930366494811t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0226937045389936t0,0233489607173891t0,621342092379915t0t0t0t0t0t0t0t0t0t0
15t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,90273753965084t0t0,833614648936454t0t0t0t0t0,453700475194655t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0321610482728561t0,0288019721385995t0,772651628524999t0t0t0t0t0t0t0t0t0t0
18t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,73739926441026t0t0,998952924177036t0t0t0t0t0,288362199954073t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0421404865075151t0,0341967148373442t0,922615722832176t0t0t0t0t0t0t0t0t0t0
21t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,57467969489144t0t1,16167249369586t0t0t0t0t0,125642630435252t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0524684573191675t0,0395664679250805t1,06963756845161t0t0t0t0t0t0t0t0t0t0
24t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44962361380652t0t1,28672857478078t0t0t0t0t0,000586549350328765t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,063039052088918t0,0448816362571877t1,17880788643467t0t0t0t0t0t0t0t0t0t0
27t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44931365224998t0t1,28703853633732t0t0t0t0t0,000276587793792859t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0737065190488493t0,049661735449427t1,16367028183905t0t0t0t0t0t0t0t0t0t0
30t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44931012480185t0t1,28704206378545t0t0t0t0t0,000273060345662224t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0842672031214858t0,0538679581147656t1,14890690254917t0t0t0t0t0t0t0t0t0t0
33t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44930675866026t0t1,28704542992703t0t0t0t0t0,000269694204074948t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,0946112491448717t0,0576700647515764t1,13476411603056t0t0t0t0t0t0t0t0t0t0
36t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44930352985872t0t1,28704865872858t0t0t0t0t0,000266465402534458t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,104689977871808t0,0611605068871343t1,12119817396961t0t0t0t0t0t0t0t0t0t0
39t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44930043039123t0t1,28705175819606t0t0t0t0t0,000263365935044679t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,114484321427538t0,0643930129041065t1,10817442386439t0t0t0t0t0t0t0t0t0t0
42t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44929745301164t0t1,28705473557566t0t0t0t0t0,000260388555448346t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,123988394838879t0,0674030061691668t1,09566333456759t0t0t0t0t0t0t0t0t0t0
45t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44929459155308t0t1,28705759703422t0t0t0t0t0,000257527096888274t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,133202992709651t0,0702158448029453t1,0836387595216t0t0t0t0t0t0t0t0t0t0
48t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44929184038246t0t1,28706034820484t0t0t0t0t0,000254775926272702t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,142132961488128t0,0728502287049155t1,07207715801177t0t0t0t0t0t0t0t0t0t0
51t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,4492891943184t0t1,2870629942689t0t0t0t0t0,000252129862212457t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,150784803930078t0,0753213633809258t1,06095682695787t0t0t0t0t0t0t0t0t0t0
54t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44928664854551t0t1,28706554004179t0t0t0t0t0,000249584089324127t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,15916585255802t0,077642107557927t1,05025757992581t0t0t0t0t0t0t0t0t0t0
57t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44928419855993t0t1,28706799002737t0t0t0t0t0,000247134103743283t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,167283895767648t0,0798235466245753t1,03996054763512t0t0t0t0t0t0t0t0t0t0
60t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44928184013058t0t1,28707034845672t0t0t0t0t0,000244775674393662t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,175146843379215t0,0818755122246437t1,03004799285283t0t0t0t0t0t0t0t0t0t0
63t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t7,44927956926628t0t1,28707261932102t0t0t0t0t0,000242504810087118t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,182762530653098t0,0838069090063228t1,02050317966158t0t0t0t0t0t0t0t0t0t0
