"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0,000100000000019368t0t0t0t0t0,00015t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
78t0t0t0t0t0t4,22259726232001e-09t0t4,22259726232001e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99957774221052e-05t0t0t0t0t0,000149995777402738t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
81t0t0t0t0t0t4,38499891543863e-09t0t4,38499891543863e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99956150204521e-05t0t0t0t0t0,000149995615001085t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
84t0t0t0t0t0t4,54740012902069e-09t0t4,54740012902069e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99954526192385e-05t0t0t0t0t0,000149995452599871t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
87t0t0t0t0t0t4,70980090306722e-09t0t4,70980090306722e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99952902184645e-05t0t0t0t0t0,000149995290199097t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
90t0t0t0t0t0t4,8722012375796e-09t0t4,8722012375796e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,999512781813e-05t0t0t0t0t0,000149995127798762t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
93t0t0t0t0t0t5,03460113255899e-09t0t5,03460113255899e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,9994965418235e-05t0t0t0t0t0,000149994965398868t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
96t0t0t0t0t0t5,19700058800656e-09t0t5,19700058800656e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99948030187795e-05t0t0t0t0t0,000149994802999412t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
99t0t0t0t0t0t5,35939960392362e-09t0t5,35939960392362e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99946406197636e-05t0t0t0t0t0,000149994640600396t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
102t0t0t0t0t0t5,52179818031124e-09t0t5,52179818031124e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99944782211872e-05t0t0t0t0t0,00014999447820182t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
105t0t0t0t0t0t5,68419631717063e-09t0t5,68419631717063e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99943158230504e-05t0t0t0t0t0,000149994315803683t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
108t0t0t0t0t0t5,84659401450296e-09t0t5,84659401450296e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,9994153425353e-05t0t0t0t0t0,000149994153405986t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
111t0t0t0t0t0t6,00899127230944e-09t0t6,00899127230944e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99939910280952e-05t0t0t0t0t0,000149993991008728t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
114t0t0t0t0t0t6,17138809059126e-09t0t6,17138809059126e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,9993828631277e-05t0t0t0t0t0,000149993828611909t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
117t0t0t0t0t0t6,33378446934959e-09t0t6,33378446934959e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99936662348982e-05t0t0t0t0t0,000149993666215531t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
120t0t0t0t0t0t6,49618040858564e-09t0t6,49618040858564e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,9993503838959e-05t0t0t0t0t0,000149993503819592t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
123t0t0t0t0t0t6,65857590830059e-09t0t6,65857590830059e-09t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t9,99933414434592e-05t0t0t0t0t0,000149993341424092t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0
