"time"t"1"t"2"t"3"t"4"t"5"t"6"t"7"t"8"t"9"t"10"t"11"t"12"t"13"t"14"t"15"t"16"t"17"t"18"t"19"t"20"t"21"t"22"t"23"t"24"t"25"t"26"t"27"t"28"t"29"t"30"t"31"t"32"t"33"t"34"t"35"t"36"t"37"t"38"t"39"t"40"t"41"t"42"t"43"t"44"t"45"t"46"t"47"t"48"t"49"t"50"t"51"t"52"t"53"t"54"t"55"t"56"t"57"t"58"t"59"t"60"
0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t0t8,7363521885873t0t0t0t0t2,792608660333t0t0t0t0t0t0t0t0t0t0t0t0t0,000100000000019368t0t0t0t0t0t0t2,67631815327707t0t0t0t0t0t14,0084137295649t0t0t0t1,3151084254254t0t0t0t0t0t0t0t0
0,00672776385439375t2,9244023543948e-36t5,93525119291109e-05t1,10304501576592e-22t6,34653759867406e-22t-2,31729970856289e-69t1,0669656546803e-23t0t0,000134026755180882t5,15721674320721e-61t-5,1096229970887e-26t-6,4011036774073e-23t0t-1,9415122763172e-14t-3,1260174166917e-28t0,000120986416890713t-2,53617330688578e-27t8,73622827757628t-4,78492435368223e-72t0,000123911010308648t5,07523496139537e-59t6,16339042735708e-05t2,79248767391652t-1,64474778917101e-28t5,68057336391438e-16t3,47379213889658e-84t1,47998312576291e-22t6,79713108939274e-13t-7,73211757610492e-56t2,66335211414449e-52t1,61991128524782e-40t-6,40648172669779e-23t-1,62750311578079e-60t1,01860942060262e-47t-2,27012711910422e-39t-0,000191444454168561t1,27849092261243e-62t-3,73581798347235e-32t0t0t-3,28883188782934e-14t1,20170446113575e-35t2,67623067355001t8,74797274598957e-05t0t0t0t-2,90171429635321e-30t14,0082274591348t6,22757988386768e-05t8,36235550798341e-08t2,92459347868299e-06t1,3150749187366t3,35066887952203e-05t2,16757074448006e-95t1,88472087180599e-90t-4,15271556490996e-146t4,49447058581494e-50t1,51728966774195e-55t3,47379025415403e-84t-4,12082801381855e-39
